index,utterance_idx,utterance,video_id,sentiment
0,1.0,AND LET ME TELL YOU IT SURPASSED ITSELF,nbWiPyCm4g0,1.2
278,6.0,UH IF YOU LIKE THE KIND OF MOVIE THAT BEN STILLER DID A NIGHT AT THE MUSEUM THEN YOU PROBABLY WOULD LIKE SOMETHING UH LIKE THIS,ZAIRrfG22O0,1.4
1146,14.0, I THOUGHT THAT TWO HOURS WAS WAY TOO LONG FOR THIS MOVIE,8qrpnFRGt2A,-1.8
59,6.0,IN FACT THIS MOVIE ISNT EVEN ON THE SAME LEVEL AS DISTRICT 9 NOR IS IT UM FOR UH BLACK HAWK DOWN WHICH PEOPLE ARE COMPARING IT TO,jUzDDGyPkXU,-1.6
265,15.0, BUT ALSO NOT NECESSARY,Bfr499ggo-0,-1.0
675,10.0,UM ITS BASICALLY A UM SLOW MOTION SHOW CASE OF DIFFERENT EVENTS,d3_k5Xpfmik,0.4
613,16.0,AND THROUGHOUT THE FILM YOURE GOING SOUND EFFECTS LAUGHING EITHER FROM THE TERRIFYING CHARACTERS,yDtzw_Y-7RU,0.6
911,4.0,SIGH ALL IN ALL ITS KIND OF A DISAPPOINTMENT TO ANY OF US WHO GREW UP IN THE 80S AND ARE USED TO THE TOYS IN THE CARTOON,nzpVDcQ0ywM,-1.6
55,2.0,THE ACTION IS REALLY REALLY WELL DIRECTED,jUzDDGyPkXU,2.6
646,25.0,BUT I THOUGHT THE BEST PART OF SAW 5 WAS THE STORYLINE LIKE IN GENERAL,Ci-AH39fi3Y,1.8
1521,18.0,THATS REALLY THE ROUTE THAT YOURE GONNA GO ,2iD-tVS8NPw,0.3333333333329999
977,12.0,SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT,6_0THN4chvY,1.8
1260,12.0, HE CO LAURENCE FISHBURNE COMES IN AND TELLS THE CHARACTERS THINGS THAT ONLY SCREEN WRITERS SHOULDVE KNOWN ABOUT WHICH GIVES A LITTLE MORE OF F FONY FEEL THIS WHOLE THING,pLTX3ipuDJI,-2.0
156,18.0,AND ACTUALLY THE GUY SITTING NEXT TO ME ACTUALLY WAS TAKING A NAP LAUGHTER HE KEPT DOZING OFF ,Nzq88NnDkEk,-1.4
1343,1.0,I JUST GOT BACK FROM THE MOVIE THEATERS TO GO SEE A MOVIE IVE BEEN WAITING PROBABLY ABOUT A YEAR AND A HALF TO TWO YEARS FOR,cM3Yna7AavY,2.2
916,9.0,BUT IF YOU ARE A CHILD WHO GREW UP IN THAT TIME PERIOD YOURE NOT GOING TO ENJOY THIS MOVIE VERY MUCH ,nzpVDcQ0ywM,-2.2
885,19.0,BECAUSE YOU KNOW ITS BASICALLY IT WAS STALONE KNOWING THESE GUYS ARENT IN THE SHAPE THEY WERE TWENTY TWENTY FIVE YEARS AGO ,bvLlb-M3UXU,1.2
1226,30.0, THE ACTING IS ITS NORMAL ITS NOT BAD ITS NOT BAD AT ALL,ZUXBRvtny7o,0.4
363,4.0,I WILL ADMIT IM A BIG JOHNNY DEPP FAN,WKA5OygbEKI,1.8
1121,52.0,BUT I WAS KIND OF EXPECTING THAT ,2WGyTLYerpo,0.0
171,1.0, NOW RANGO WAS JUST FANTASTIC,W8NXH0Djyww,2.8
117,6.0,AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP,6Egk_28TtTM,2.0
237,5.0,UM IT KIND OF FOLLOWS THE PATH OF MY BEST FRIENDS WEDDING 1997 JULIA ROBERTS MOVIE EXCEPT IT TAKES THIRTY MINUTES LONGER TO DEVIATE FROM THE SCRIPTS OF MY BEST FRIENDS WEDDING,iiK8YX8oH1E,-0.4
1173,3.0,BUT THE SECOND ONE IT DIDNT IN SOME WAYS TAKE TO THE NEXT LEVEL,BvYR0L6f2Ig,0.4
895,4.0,AND HE PUTS THEM IN VERY STRANGE AND UNUSUAL CHARACTERS,Iu2PFX3z_1s,0.0
1258,10.0, BUT ITS JUST A LITTLE WEAK OVERALL FOR ME THAN WE WERE LOOKING FORWARD TO HIM AND HE WAS GONE QUICKLY,pLTX3ipuDJI,-1.6
974,9.0,BECAUSE HE SAYS ISSUE AND THEY THINK HE IS SAYING AT YOU,6_0THN4chvY,-0.6
502,4.0,IT WAS A GOOD BOOK,73jzhE8R1TQ,1.6
1160,2.0,BUT I ACTUALLY FOUND MYSELF ENJOYING THE MOVIE AND LAUGHING ,9c67fiY0wGQ,1.8
681,16.0, THE XXX SEQUENCE IS REALLY WELL DONE,d3_k5Xpfmik,2.0
597,18.0,SO YEAH GO SEE IT,Dg_0XKD0Mf4,1.4
1219,23.0,I REALLY DIG THIS MOVIE,ZUXBRvtny7o,0.8
432,12.0,ITS A POPCORN MOVIE,LSi-o-IrDMs,-0.5
1411,8.0, SHREK 4 MISSES OUT ON THE MAGIC THAT MADE THE FIRST FILM A REAL JOY TO VIEW,dq3Nf_lMPnE,0.6
1332,14.0,UM LIP SMACKING SIGH HM MARVEL ONCE AGAIN DECIDED TO TOSS ANOTHER RANDOM BITCH IN THIS MOVIE WOLVERINES BITCH,cW1FSBF59ik,-1.2
138,15.0,ALL IN ALL IF YOURE LOOKING FOR A CUTE ROMANTIC COMEDY WITH A BEAUTIFUL SETTING THEN THIS WILL PROBABLY BE A GOOD MOVIE FOR YOU,TvyZBvOMOTc,2.0
148,10.0,BECAUSE I JUST FELT LIKE IT WAS IT SEEMED LIKE IT WAS A RUSHED MOVIE ,Nzq88NnDkEk,-1.4
111,31.0,BECAUSE MY ONE OF MY COUSINS DOESNT LIKE THE GLASSES ,k5Y_838nuGo,-1.0
1502,15.0, I KIND OF HAVE A UM ARTISTIC VIDEO UP ON MY MAIN CHANNEL,tStelxIAHjw,0.4
253,3.0,BUT IF YOU LOVED THE SERIES AND YOU ALSO LIKED XXX THE FIRST MOVIE THAN YOURE STILL GONNA HAVE FUN ,Bfr499ggo-0,1.6
1268,4.0,BECAUSE I TRULY LOVE AN ACTION FLICK ACTION COMEDY FLICK EVEN BETTER RIGHT,c7UH_rxdZv4,1.6
832,8.0,ALL THE CHARACTERS WERE JUST SO UNLIKABLE,rnaNMUZpvvg,-1.6
1293,29.0,WHO SEEMED TO HAVE GENUINE AFFECTION FOR OTHER HUMAN BEINGS,c7UH_rxdZv4,0.6
661,40.0, BUT ILL SMACK THEM IN THE FACE FOR THE OTHER IRRELEVANT PLOTLINE,Ci-AH39fi3Y,-2.6
1405,2.0,THE LAST MINUTE TITLE THAT THEY THREW ON AT THE THEATERS,dq3Nf_lMPnE,-1.4
127,4.0,AND IN THE SCENE WITH THE DESTROYED CASTLE IT REALLY REMINDED ME WHY I WANT TO GO THERE SO BADLY,TvyZBvOMOTc,1.4
848,2.0, MILA KUNIS SHE IS GORGEOUS,Jkswaaud0hk,2.0
725,13.0,LIKE IT COULDVE BEEN SHORTER,zhpQhgha_KU,-1.0
42,2.0,THAY DID THEY DIDNT REALLY DO A WHOLE BUNCH OF BACKGROUND INFO ON WHY SHE HAS TO FIGHT AND BE PREPARED,03bSnISJMiM,-0.8
1014,5.0,COZ PEOPLE WERE LIKE EATING POPCORN AND YOU SEE THE FIRST SHOW AND PEOPLE YOU HEAR LIKE THIS THIS RIPPLE EFFECT OF WHISPERING OH MY GOD IS THAT A IS THAT AM I LOOKING AT THIS RIGHT WHAT ,7JsX8y1ysxY,1.0
341,5.0, BUT THERES A REASON FOR THAT THERES A REASON FOR WHY I WAS CONFUSED,8OtFthrtaJM,-0.2
1399,11.0, I MEAN YOU DONT SEE WHY THESE TWO PEOPLE LOVE EACH OTHER,c5xsKMxpXnc,-0.8
1370,12.0,SO IT IS NOT A BUY,OQvJTdtJ2H4,-1.25
478,5.0,LIKE I WAS MORE ENTERTAINED BY IT THAN BATTLE LA WHICH WAS JUST A SLOG AND BORING AND I JUST TRY TO TOTALLY UNINTERESTING ,Oz06ZWiO20M,0.2
1060,12.0,THAT SO WHAT IS STILL A REALLY GREAT MOVIE TO TAKE YOUR WHOLE FAMILY TO,G-xst2euQUc,1.8
1471,14.0,THE SPECIAL EFFECTS LOOK AMAZING,BioHAh1qJAQ,2.6
670,5.0, ZOMBIELAND IS A REALLY SUCESSFUL HORROR COMEDY,d3_k5Xpfmik,2.2
453,4.0,ITS STRONG,5W7Z1C_fDaE,0.4
769,22.0, UM I JUST DIDNT THINK IT WAS WELL DEVELOPED ENOUGH AND UM I ALSO I I INCLUDE IN THAT LAURENCE FISHBURNES CHARACTER AS WELL ,8d-gEyoeBzc,-1.0
1385,11.0,AND SOME REALLY COOL GUN FIGHTS,Qr1Ca94K55A,2.0
602,5.0, LET ME SAY THIS IF YOUR CHRISTIANITY IS EXTREMELY LEGALISTIC THIS IS THE FILM FOR YOU,yDtzw_Y-7RU,0.5
705,21.0,IT ENGAGES THE AUDIENCE MORE,_dI--eQ6qVU,1.8
267,17.0, AND UM IT WAS JUST FUN TO SEE YOUR OLD FRIENDS AGAIN,Bfr499ggo-0,1.4
741,29.0,BUT ALL IN ALL WASNT REALLY THAT BIG OF A FAN,zhpQhgha_KU,-1.2
1278,14.0, UM KATO KICKS ASS HANDSOME GUY,c7UH_rxdZv4,1.2
73,20.0,EVERYTHING THEY SAY JUST SOUNDS SO FUCKING STUPID,jUzDDGyPkXU,-2.2
594,15.0, OTHER THAN THAT UM I THINK IT WAS AND OK MOVIE,Dg_0XKD0Mf4,0.8
1098,29.0,HE KIND OF CHANNELS THE MAN WITH NO NAME CLINT EASTWOOD ,2WGyTLYerpo,0.6
1127,58.0,NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE,2WGyTLYerpo,-1.4
1089,20.0,THEY ARE HUGE ,2WGyTLYerpo,1.0
69,16.0,AND IT KEEPS YOUR INTERESTS IN THE ACTION SCENES AT LEAST DURING THIS MOVIE,jUzDDGyPkXU,1.2
958,7.0,AND UM WHILE THE TRAILER MADE THE FILM LOOK REAL NICE AND CUTE ,1DmNV9C1hbY,-1.6
45,5.0,AND THEY SHOULDVE I GUESS ,03bSnISJMiM,0.0
412,31.0,IT WAS ORIGINAL,I5y0__X72p0,1.6
671,6.0, AS IT CONTAINS UM REA REALLY WELL DONE AND FAITHFUL HOMAGES TO THE ZOMBIE HORROR SUB GANRE,d3_k5Xpfmik,1.6
998,1.0,I WAS A LITTLE BIT DISAPPOINTED IN THE FILM,PZ-lDQFboO8,-1.4
4,5.0,ALSO IF YOURE A STREIGHT MAN AND YOU VOLUNTARILY WILLINGLY GOO AND SEE THIS FILM IM GONNA NEED YOU TO LIGHT A CANDLE SAY A PRAYER AND ASK YOURSELF SOME QUESTIONS,nbWiPyCm4g0,-1.4
487,14.0,AND I KNOW THIS IS GONNA SOUND SILLY COZ ITS SUCH A BROAD GOOFY MAINSTREAM CULT KIND OF MOVIE,Oz06ZWiO20M,1.0
184,14.0,AND HE DID A WONDERFUL JOB,W8NXH0Djyww,2.2
168,30.0,AND UM BUT I GOT TO I GOT TO DO MY DUTY AND LET YOU GUYS KNOW ITS A A MAJOR SUCK FEST,Nzq88NnDkEk,-3.0
1509,6.0,AND YOU WANNA SEE IT IN 3D ,2iD-tVS8NPw,2.0
1463,6.0,UNFORTUNATELY UM THE WRITERS AND I WERE NOT EXACTLY ON THE SAME WAVELENGTH,BioHAh1qJAQ,-1.8
23,14.0,THEY ARE GREAT ADDITIONS,Af8D0E4ZXaw,1.6
1179,9.0,FIRST IM GONNA GET INTO THE ACTING WHICH WAS MUCH MUCH BETTER THAN THE SECOND ONE,BvYR0L6f2Ig,2.2
990,11.0,UM THE DIRECTION IS A BIT ITS WOBBLY,QN9ZIUWUXsY,-1.2
1383,9.0, IT WAS IT WAS GOOD,Qr1Ca94K55A,1.8
623,2.0, AS SOME OF YOU MIGHT NOT NOTICE I WAS EXTREMLY EXCITED ABOUT SAW 5,Ci-AH39fi3Y,2.0
559,42.0, I DONT KNOW WHY I EVEN SAW IT,d6hH302o4v8,-1.4
1498,11.0,I JUST HATED IT,tStelxIAHjw,-2.8
504,6.0,SO YEAH AND THE MOVIE WAS PRETTY GOOD IN MY OPINION,73jzhE8R1TQ,1.8
86,6.0,BUT THE FIRST TWO WERE PRETTY EXCELLENT,k5Y_838nuGo,2.0
281,9.0,BUT UH THERES DEFINITELY FAR BETTER MOVIES THAT YOU CAN UH GO SEE THAN UM TONGUE CLICKING THAN ZOOKEEPER,ZAIRrfG22O0,-1.6
1452,4.0,I WOULDNT WANT THAT POINTED AT ME,Vj1wYRQjB-o,-0.8
1140,8.0,UM AND AGAIN I I IF I HAD TO PAY CLOSER ATTENTION I MIGHT HAVE FOLLOWED IT MORE,8qrpnFRGt2A,-0.8
1142,10.0, UM UM THIS MOVIE THIS MOVIE UM BY HALF WAY THROUGH I WAS CHECKING THE TIME AND SAW THAT THIS MOVIE WAS TWO HOURS LONG,8qrpnFRGt2A,-2.2
1243,13.0,BUT HE MIGHT AS WELL ,MLal-t_vJPM,0.8
201,31.0,UM EVERYTHING ELSE HELD UP ITS OWN,W8NXH0Djyww,0.6
183,13.0,AND THE STUFF HE SAID WAS JUST IT WAS JUST SO FUNNY,W8NXH0Djyww,2.2
422,2.0,BECAUSE THE MOVIE ITSELF IS THE SAME OLD CRAP FROM THE SERIES ,LSi-o-IrDMs,-2.0
1514,11.0,ITS NOT LIKE A DARK MOVIE OR ANYTHING,2iD-tVS8NPw,0.2
1353,11.0,I LIKED LILO AND STICH ,cM3Yna7AavY,2.0
27,18.0,IT WAS BY FAR MY FAVORITE ACTION SEEN IN THE MOVIE,Af8D0E4ZXaw,2.2
1051,3.0,I REALLY DIDNT WANNA GO SEE IT,G-xst2euQUc,-1.4
625,4.0,SO I WAS YOU KNOW REALLY HYPED UP,Ci-AH39fi3Y,1.8
516,18.0,AND YOU PROBABLY DONT THINK SO BUT YOU KNOW JUST ONE OF THOSE LITTLE THINGS THAT THAT HURT YOU FOR SOME REASON YOU KNOW WHAT I MEAN,73jzhE8R1TQ,-1.6
865,19.0,SO ID GO SEE IT ,Jkswaaud0hk,1.8
747,35.0,UM SO IF YOU LIKE TO HEAR A UM LIKE MORE POSITIVE REVIEW CHECK OUT HER REVIEW IT IS VERY GOOD,zhpQhgha_KU,0.6
1210,14.0,AND THE ENDING WAS REALLY REALLY GREAT TOO,ZUXBRvtny7o,2.6
1391,3.0,LIKE THEY TALK FOR LIKE FIVE MINUTES AND INSTANTLY KISS WHICH IS DUMB ,c5xsKMxpXnc,-1.8
1077,8.0,COZ THE VISUAL EFFECTS ARE PRETTY COOL,2WGyTLYerpo,1.8
791,14.0,BUT OTHERWISE I THOUGHT HE WAS EXCELLENT,9J25DZhivz8,1.8
749,2.0,BUT MOSTLY IM GONNA GIVE THE REASONS OF WHY I DONT THINK HES GONNA BE A CLASSIC IN THE SAME WAY AS THE FIRST MOVIE PREDATOR OR ALIENS,8d-gEyoeBzc,-0.8
756,9.0,THE CHARACTERS WERE WELL DEVELOPED UM NOT ALL OF THE CHARACTERS,8d-gEyoeBzc,1.4
339,3.0,I LITERALLY SAID OUT LOUD WHAT QUE WHAT IS THIS MOVIE THAT I AM SEEING WHAT IS THIS,8OtFthrtaJM,-2.4
532,15.0,HES VERY BORING AS WELL,d6hH302o4v8,-1.75
509,11.0,AND BUT XXX WERE TOO HOLLYWOOD FOR ME,73jzhE8R1TQ,-1.2
1235,5.0, ITS PROBABLY THE BEST THING CURRENTLY IN THEATERS,MLal-t_vJPM,2.2
1124,55.0,AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY,2WGyTLYerpo,-1.0
410,29.0,AND IT VISUALLY ITS KINDA COOL HOW THEY SHOW HER CONFUSION BECAUSE SHE GROWS UP IN THE WOODS,I5y0__X72p0,1.8
805,3.0, IF YOU LIKE EXPLOSIONS REALLY RIDICULOUS ACTION SEQUENCES MALODRAMATIC PLOT AND ACTING THIS IS THE RIGHT MOVIE TO SEE,vyB00TXsimI,2.2
541,24.0, IT WAS VERY VERY VERY BORING,d6hH302o4v8,-2.8
299,18.0,HUH BUT I AM IT WAS JUMPY,Clx4VXItLTE,-0.5
1327,9.0,BUT I DO NOT TAKE RYAN REYNOLDS SERIOUSLY FOR SHIT IN THIS MOVIE,cW1FSBF59ik,-2.4
1516,13.0,SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF ,2iD-tVS8NPw,2.2
176,6.0,I DUNNO BUT IT WAS IT WAS COOL,W8NXH0Djyww,1.6
651,30.0,BUT IT WAS NOT EXECTLY WHAT I WAS EXPECTING AND SE SERIOUSLY EVERYTHING LEADING UP TO THE END WAS BETTER THAN THE ENDING ,Ci-AH39fi3Y,-1.0
1362,4.0,UM IT WAS VERY HARD TO FOLLOW,OQvJTdtJ2H4,-2.0
109,29.0,AND I DONT THINK THAT MANY OTHER PEOPLE WERE LAUGHING ABOUT IT,k5Y_838nuGo,-0.75
194,24.0,UM BUT THIS MOVIE IT HAD EVERYTHING HUMOR ROMANCE ACTION,W8NXH0Djyww,2.6
537,20.0,UH THE TRAILER LOOKED LIKE IT COULD BE A LITTLE G GOOD,d6hH302o4v8,1.0
767,20.0,UM HE HAD SOME FUNNY HE HAD A FEW ONE LINES THAT WAS QUITE QUITE FUNNY,8d-gEyoeBzc,1.2
534,17.0,IT MADE NO SENSE ,d6hH302o4v8,-2.0
1465,8.0,ITS THE BEST SUMMER MOVIE IVE SEEN ALL YEAR,BioHAh1qJAQ,2.4
742,30.0,BECAUSE THERE REALLY WASNT ALL THAT MUCH TO IT FOR ME,zhpQhgha_KU,-2.0
416,35.0,BUT IT WAS IT WAS INTERESTING,I5y0__X72p0,1.8
991,12.0,BASICALLY A LOT OF ELEMENTS THAT I COULD TAKE A MOVIE ON ITS REALLY WOBBLY,QN9ZIUWUXsY,-1.4
1414,11.0,AND THEIR PLACE IS A RUN OF THE MILL ANIMATED ACTION ADVENTURE PLOT WITH A FEW CHUCKLES TROWN IN,dq3Nf_lMPnE,-0.6
800,23.0, WHICH EVERYONE CAN RELATE TO ,9J25DZhivz8,1.2
1250,2.0, I LIKE TO TEASE SOME MYSTERY AND GREAT PLOT WHAT COULDVE BEEN BUT THAN ALL IS EXPLAINED AND DISPPEARES TEN MINUTES LATER ITS JUST A CLEAR REMAKE OF PREDATOR FROM BACK IN 1997 WITH THE PREMISE BEING ALMOST IDENTICAL,pLTX3ipuDJI,-1.8
327,15.0,ITS THE SAME YOU KNOW RISE AND FALL,OtBXNcAL_lE,-0.4
1212,16.0,THE MAIN PROBLEM OF THIS MOVIE IS THAT THIS MOVIE IS SO CHEESY ,ZUXBRvtny7o,-2.0
1427,9.0,BUT THE M THE SCRIPT IS CORNY,wMbj6ajWbic,-2.0
82,2.0, AND IT ACTUALLY SURPRISED ME,k5Y_838nuGo,1.2
940,9.0,SIGH IT PROBABLY WOULD HAVE HELPED IF I WENT WITH WITH SOMEONE IF AT LEAST ONE OTHER ONE OTHER PERSON WENT WITH ME,tmZoasNr4rU,-0.6
157,19.0,AND AND AFTER THE MOVIE UM GOING OUT INTO THE THEATER INTO THE LOBBY I HAD NOONE I HEARD NOONE SAY ANYTHING GOOD,Nzq88NnDkEk,-2.4
1257,9.0,AND I KNOW YOU CANT HYPE A MOVIE WITH AN UNKNOWN ACTORS SO EVEN IF SOMEONE IS IN THERE FOR A FEW MINUTES YOU SHOULD HYPE THEM,pLTX3ipuDJI,0.0
121,10.0, I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY,6Egk_28TtTM,0.6
1139,7.0, AND UM THE STORY WAS PRETTY WEIRD,8qrpnFRGt2A,-1.6
786,9.0,THE VOICE ACTING IN THIS WAS INCREDIBLE,9J25DZhivz8,2.6
960,9.0, UM IM SURE KIDS ARE GONNA LOVE IT,1DmNV9C1hbY,2.2
558,41.0,JUST DONT SEE THIS MOVIE,d6hH302o4v8,-2.4
1239,9.0,AND ITS REALLY WELL WRITTEN,MLal-t_vJPM,2.0
12,3.0,AND PUT THEM IN A JUSTICE LEAGE MOVIE WITH THE RITUAL BATMAN AND SUPERMAN,Af8D0E4ZXaw,0.25
449,29.0, UM BUT I WILL SAY UM WITH THIS WITH THIS QUALITY OF 3D YOU COULD ALMOST MAKE YOU KNOW A REGULAR LIKE A DRAMATIC MOVIE OR AN ACTION MOVIE OR SOMETHING THAT WAS REALLY GOOD MOVIE AND YOU COULD MAKE IT 3D AND IT WOULDNT AT ALL ,LSi-o-IrDMs,1.4
440,20.0,COZ SOMETIMES 3D CAN MESS UP THE COLOR AT LEAST THE OLD ANAGLYPHIC 3D I THINK REAL D IT YOU KNOW HAD SORT OF HAD SORT OF TEMPTED BUT IT WINDS ITSELF ITS ALSO UM NOT IDEAL FOR FOR THE IMIGAE ITSLEF,LSi-o-IrDMs,-1.2
566,6.0, BUT THEY HAVE A LOT OF ADULT SITUATIONS IN IT,etzxEpPuc6I,0.4
323,11.0,AND DONT GET ME WRONG THERE WERE YOU KNOW FUNNY PARTS IN THE MOVIE,OtBXNcAL_lE,0.2
1438,20.0,UM AND NOW THE PERFORMANCES ARE LIKE SOMETHING LIKE TO WRITE HOME ABOUT,wMbj6ajWbic,-0.4
1112,43.0,AND ALSOUM OLIVIA WILD SHES PRETTY GOOD,2WGyTLYerpo,2.0
505,7.0,SO I LIKED THE MOVIE ,73jzhE8R1TQ,1.4
856,10.0,I WAS SURPRISED UM THE AMOUNT OF SKIN THEY SHOWED ,Jkswaaud0hk,-0.4
898,7.0, THERES ALL THESE COLORFUL CHARACTERS,Iu2PFX3z_1s,2.0
943,12.0,BUT I JUST COULDNT FIND IT FUNNY,tmZoasNr4rU,-2.2
935,4.0,I KNOW IT ITS NOT MEANT TO BE TAKEN SERIOUSLY MAYBE 70S EXPLOITATION MOVIES ARE MORE CHEESY THAN MACHETE ,tmZoasNr4rU,-0.8
1503,16.0,I LOVE YOU GUYS ,tStelxIAHjw,0.8
1238,8.0, ITS BEAUTIFULLY DONE ,MLal-t_vJPM,2.6
975,10.0,UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE,6_0THN4chvY,0.4
401,20.0,BECAUSE I WENT INTO THE MOVIE THINKING THERES NO WAY,I5y0__X72p0,-1.25
402,21.0, AND SO THEY KIND OF EXPLAIN IT A LITTLE BIT BUT NOT REALLY,I5y0__X72p0,-1.0
927,20.0,HE IS AVERAGE,nzpVDcQ0ywM,0.2
667,2.0,NOW COLUMBOS IS A BASICALLY UM OCD,d3_k5Xpfmik,0.0
1462,5.0,BECAUSE IT KINDA CONTROLS OUR LIVES SO IT WAS THE PERFECT TIME FOR A TRON SEQUEL,BioHAh1qJAQ,1.4
297,16.0,AND SHE WANTED TO GO HOME AND THATS LIKE SEEING A LOT FOR HER COZ SHE LIKES HORROR MOVIES AS MUCH AS I DO ,Clx4VXItLTE,-1.2
1305,8.0,YOU CAN SENSE MY EXCITEMENT WHEN I HEARD THIS WAS BEING RELEASED,atnd_PF-Lbs,-0.5
1519,16.0, IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS,2iD-tVS8NPw,-1.6
706,22.0,AND I JUST REALLY ENJOYED IT,_dI--eQ6qVU,2.0
154,16.0,BUT UM I JUST IN WHOLE REALLY DIDNT LIKE THIS MOVIE,Nzq88NnDkEk,-2.2
1468,11.0,YOU HAVE LOTS OF UH REFERENCES TO THE FIRST MOVIE,BioHAh1qJAQ,0.2
1167,9.0, IT IS A FUN FAMILY FILM,9c67fiY0wGQ,1.8
1111,42.0,SO YOU CAN CARE ABOUT HIM,2WGyTLYerpo,0.0
1070,1.0, MUCH SAY THAT I REALLY ENJOYED COWBOYS AND ALIENS,2WGyTLYerpo,2.0
199,29.0, UM THE ONE THING I DIDNT LIKE ABOUT THIS MOVIE WAS THEY BROUGHT THE MAIN CHARA UH THE BAD CHARACTER I SHOULD SAY IN KINDA LATE,W8NXH0Djyww,-1.5
795,18.0, BUT THERES A ROLLER COASTER SCENE AND IF YOU ARE UM GET A LITTLE BIT MOTION SICK YOU MIGHT NOT WANNA SEE IT IN 3D BECAUSE YOULL FEEL LIKE YOURE ON THIS COASTER,9J25DZhivz8,0.6
732,20.0,SHE DOES HAVE A LOT OF ISSUES ,zhpQhgha_KU,-1.4
871,5.0,AND REALLY THERES NO HUMONGOUS TALE TO THESE GUYS ,bvLlb-M3UXU,-1.2
889,23.0, IT WASNT THE FINAL YOU KNOW FINALLY HAPPENED U UNITING THAT WE ALL COME TO EXPECT,bvLlb-M3UXU,0.8
1032,23.0, I THOUGHT THAT WAS VERY COOL,7JsX8y1ysxY,2.4
592,13.0,UM AND THE MOVIE WAS PRETTY SHORT,Dg_0XKD0Mf4,-0.6
41,1.0,ANYHOW IT WAS REALLY GOOD ,03bSnISJMiM,2.4
329,17.0,AND SO SHES ALL SAD WALKING IN THE RAIN BLAH BLAH BLAH,OtBXNcAL_lE,-1.2
861,15.0, BUT OVERALL I THOUGHT IT WAS IT WAS A FUN PICTURE,Jkswaaud0hk,2.0
825,1.0,THE VERDICT IS STUPID AND A COMPLETE WASTE OF MONEY,rnaNMUZpvvg,-2.6
1422,4.0,BUT I WASNT BIG ON IT UM,wMbj6ajWbic,1.0
13,4.0,SO NOT ONLY THAT THIS MOVIE HAVE TO DEAL WITH THE BURDEN OF TELLING ITS OWN SELFCONTAINED STORY AND SETTING UP ITS OWN INEVITABLE SEQUELS,Af8D0E4ZXaw,-0.4
823,21.0,I LAUGHED AT QUITE A BIT OF THE DIALOGUE,vyB00TXsimI,1.2
53,13.0,AND ITS A REALLY FUNNY ,03bSnISJMiM,1.8
103,23.0,ITS A KIDS MOVIE ,k5Y_838nuGo,-0.2
604,7.0, SO LAUGHING IF THATS YOUR FORM OF CHRISTIANITY ITS A CHRISTIAN FILM,yDtzw_Y-7RU,-0.2
674,9.0, BECAUSE UM YOU REALLY WANNA SEE IT FOR YOURSELF,d3_k5Xpfmik,1.4
161,23.0, UM I JUST REALLY DIDNT LIKE IT ,Nzq88NnDkEk,-2.0
1532,29.0, IM LOOKING FORWARD TO IT IVE GOT TO SAY,2iD-tVS8NPw,2.0
1361,3.0,THEY COULDVE MADE ZEUS A LITTLE LESS SPARKLY IT WAS VERY DISTRACTING,OQvJTdtJ2H4,-1.6
1288,24.0,AND HE WAS STILL BORING,c7UH_rxdZv4,-1.8
552,35.0,I WAS SITTING THERE IN THE THEATRE LAUGHING HOW BAD THE MOVIE WAS AT SOME POINTS,d6hH302o4v8,-1.6
1261,13.0, JUST LIKE ONE OF THE GIRLS TELLS THE EXACT STORY OF THE FIRST MOVIE,pLTX3ipuDJI,-1.4
31,22.0,HACTOR HUMMAND ARRIVES AND STARTS CHEWING SCENERY LIKE ITS A TWO DOLLAR STEAK,Af8D0E4ZXaw,-1.6
668,3.0,THE UM CROSS OF PERSONALITY IS REALLY UM CHARISMATIC AND DYNAMIC,d3_k5Xpfmik,2.0
598,1.0, BUT LET ME FIRST SAY THIS I LIKED IT MORE THAN I EXPECTED I WOULD,yDtzw_Y-7RU,0.8
293,12.0,BUT THATS LIKE OLD MOVIES ITS JUST LIKE I WOULDNT SAY BAD CASTING,Clx4VXItLTE,-1.4
1428,10.0,I MEAN THE WAY ITS WRITTEN IS CORNY,wMbj6ajWbic,-1.8
476,3.0,I DONT THINK ITS LIKE THE WORST MOVIE IVE EVEN SEEN JUST THIS YEAR ,Oz06ZWiO20M,0.0
219,17.0,UM AND IF YOURE GONNA DO MOSTLY CGI JUST MAKE AN ANIMATED MOVIE,f9O3YtZ2VfI,-2.0
793,16.0,THERES ONE SCENE IN THIS MOVIE THAT MAKES 3D ENTIRELY WORTH IT,9J25DZhivz8,2.4
